user_id,deal_id,role
91833aa9-f091-4de1-972f-7cc94eb9a7ab,b6e18b33-a291-47c3-8640-bc137d5bd14e,stakeholder
8a049cba-b834-4cca-b3f4-2b97a3e38ab3,fef5e1b2-25d8-410d-8c7d-b1772189c5ab,stakeholder
2120be7f-8d3e-4180-8202-db42ee0af169,eaabcc91-12e8-4ffe-af6a-06214c6c22e8,decision_maker
32c196d7-1745-4bf1-b8f3-9c731d0e6276,46f7ebfd-a03d-447f-9906-7fda365d95c4,technical_contact
97fb4b61-c3f3-45d0-a46d-9cba7df3ab26,2aa3bc7d-293d-4848-8268-d3d72ea1fde9,technical_contact
ed1331eb-fdc3-4a2a-833b-368a51442a47,d51b91b6-c39d-4f8c-9018-95ca67a05627,primary_contact
3197c1dc-d014-4f55-a7ed-aa6348cd54e8,86c1d013-2430-4b46-a8ff-7aaa59255948,primary_contact
4820a084-310a-4c4d-8933-01803d3e683f,9183c352-6118-4e0f-8823-2f6204a5672b,stakeholder
9364e601-2d7f-4f8b-8ca8-12849b8b55ad,433d31fb-8344-41d3-a35c-6c6d64ecd1ba,stakeholder
d43fef24-d434-4eda-917e-2d2344fc8214,6b3ed0c2-e8ad-49b1-97ef-7a08bb9e7157,stakeholder
312f7b74-ded1-42cd-aece-864f41fc5648,a0d6ff96-f76f-4074-9c3e-c32b01c74b94,stakeholder
dc0d5be5-9be4-494b-87be-ff790b75329d,319742eb-d543-49b5-9684-b0f8ef1cfdcd,decision_maker
1b77aa14-6b74-43b4-b035-7f847ad0c2d9,09c1c860-d96d-4013-9b93-937a3a1df278,decision_maker
a1fc1f71-bab8-4b73-82f2-7b9d12efa962,818b19b1-feaa-4b95-b0bd-57c9577fde20,stakeholder
632167f6-c892-409d-bb3c-338e575ee966,fd8a8175-3b56-482b-b7e7-57ba10d79651,primary_contact
7410e0f8-8f0c-486d-8397-21d889df1629,da6feec0-c8e4-42cd-883b-d3e3da01b5c2,technical_contact
2ae3b44c-f87e-4171-9442-50f1ef266c8b,a95a4105-9709-4332-8b74-4e9cbce53be3,stakeholder
02cf9e71-265c-4fa9-9607-9a40003b3cbb,21b45702-3242-4f4d-a416-0e058c5f94d3,decision_maker
1fa44eff-ff3e-48cb-bd63-247489029f4b,dd45d438-4c3c-4286-a8e9-eec232eaaf82,primary_contact
93e51889-19bd-4d6a-a20d-4d07cb56124c,905b6cdd-8bf5-4f10-8159-2b31c89fa192,decision_maker
f689bba3-8ebe-4202-b712-eed87bdbe068,46f7ebfd-a03d-447f-9906-7fda365d95c4,stakeholder
8f96185d-b838-4fc5-b21a-6e5e36689b65,a75d43a2-b4d7-4d13-bf6a-aee141eb4b9a,stakeholder
e7b7fb14-5342-4378-9af9-ee0250e1a774,ba2e1de5-ea0b-4c94-b968-2ec8bbfb511e,stakeholder
7a491833-9552-415b-80b8-9c2aebf13517,c752286d-cf86-49bf-843e-32fc9b959ca4,stakeholder
a4ca18c9-4cde-466e-a130-20ffd88bcb9d,6af1c07e-699c-4ead-ad04-0db750d422a9,stakeholder
8d815246-5f0f-4972-88fb-49f0d610d31c,96cb207e-3a1a-4f27-836e-5b0d9123fc15,decision_maker
cab529a9-5948-4b04-a952-7293215c9fc7,7268ebb1-c180-4366-9159-693c8a9f2b5a,stakeholder
8ea68b33-8bd4-435a-98f2-11340123bb41,ef3a8218-6e50-4b13-8a8c-7d3b44fac74c,decision_maker
40a1cd33-7f1c-4ad2-8325-0afb5709401b,b386c0b7-c293-4fb6-b729-f0704a0b77de,primary_contact
15655456-6562-4640-8ee6-e3f816b5a5f5,42f29c44-1c4c-4ae0-981e-5a3b162d1ba4,stakeholder
3fd124c9-849c-41ad-bd78-e7826cf36c70,ce7c0c1c-8ffa-47d3-a4e8-363147b15c4f,decision_maker
6241ae36-7a8c-49e7-ae96-59590571c75b,5db9bf2d-4ece-4dd8-85e2-5537f43649bc,primary_contact
5ee6bc8d-4082-4b65-a918-680279e03c24,96cb207e-3a1a-4f27-836e-5b0d9123fc15,primary_contact
464c9d9f-9cdd-4891-b169-49588e8b1cfe,063c8ae8-e711-472b-ba34-abe0808f7c43,primary_contact
186a6c2b-1005-4442-ac40-d4cc3247122e,dd45d438-4c3c-4286-a8e9-eec232eaaf82,primary_contact
823a1b1a-b97a-4944-b15d-b1415cab446b,17b3ec2f-e274-42c5-98fa-63dd389ba6d7,stakeholder
81971195-79a9-4732-8e06-1f62742eebe9,4c979a43-4c2b-440d-ba46-e214ac0aabe1,decision_maker
868d3d7b-7b2d-44e2-be4f-3e33e62e8f3a,ce68f3dc-37eb-4301-aa28-13b08d72ddfa,stakeholder
ca593397-c37f-471c-9b19-c4bc8cfa3316,c884c78f-d556-47a2-b165-0f50726ee4ee,primary_contact
7d48b7fc-02ef-48f5-beb5-cb4024e93cd5,c6e338cb-badf-4541-a4e4-ec07300044d2,decision_maker
30cd74f8-3146-4c66-897a-2feddc9657a4,e2b0dc2d-c71c-444b-9326-a25ec7e48136,stakeholder
d1f5be63-e133-4681-98e6-3416e93512cc,e858f3f3-c256-43e7-9ffb-797cb71cd98d,stakeholder
6ca3759e-814b-4f01-9a7e-f5afa1d64438,4d2abcf0-0de1-4fb7-b10d-8dbc7ccf61b8,primary_contact
f67035bb-b41b-4512-aced-8ae8548fcbca,d9fdbf51-057d-440a-add5-0fdafffafe46,primary_contact
308116d6-5757-45e1-9b49-f8fd38704126,db8d147f-4e23-453b-8d53-bffc81aa083c,primary_contact
c9414569-f04e-4da2-ae62-d5476c385622,fb2f1ff1-10ff-4f66-a38e-6da0ff352e5d,decision_maker
5651dfbe-fbc6-41c1-8a29-d4fd518f582c,99532d10-7c6e-4832-9a94-9f219dcb371f,decision_maker
d62155b9-d303-422e-b7e1-a0d6c653ebe9,34ae9a77-3e37-49b8-a8ff-8cc290155502,primary_contact
9c05f901-ad95-4e8b-a975-1cfc29735159,1ccba97b-616e-45f5-ae5f-7327f87de60e,technical_contact
2e71df46-497b-4c3c-b7a1-1e9febc1d341,6825c212-8e2e-4849-8b8b-6c4d69baf61d,stakeholder
04d5ae23-6ff5-41a1-972c-0812ac154b18,010389a1-16ee-409d-a194-a94cb01573a7,technical_contact
5f8c4a37-6c7d-43ff-ae0c-19f1928be416,9a325a35-21b6-49a8-bb34-ca975b509536,primary_contact
00320187-9d1d-48cd-b9a5-fcff7e1dcf0a,1d8f554d-1c1a-4567-a241-6d2f711ac1d5,stakeholder
54ec7f99-869d-4017-a7c5-08a045b6d451,9f96f779-e172-4b3f-b548-7555f4715b15,decision_maker
5a8af5f4-c5de-43d5-be2b-753a488e6bd9,80495947-837c-4884-b8a2-f78eecec834e,decision_maker
b9c32553-8dda-421b-ab40-2456af2f0b43,e23f536a-3ab3-4738-8691-ed9085d3b36d,primary_contact
ca5e8c97-d631-4599-a2dd-334a79534929,00af3399-ab7b-4935-b32a-fb18fdf5c5df,primary_contact
d45e2ac6-ebdf-4bc5-a91a-64c72293e991,df69619f-eb1c-4b69-b5e9-e279efb8642c,stakeholder
dd351460-d741-4e23-a4e5-d5eac9e7a1cf,22fe7d13-2ec1-4199-b6f8-916cae6ca423,stakeholder
2341d8e8-c397-41d3-9aff-cef259ee35c4,692ab324-f6fd-41b7-8be2-1fc080d3c785,technical_contact
ff92c629-23c6-417a-8813-bc7f00d66e7f,8f0665be-dbb8-4bfe-99ed-f2b44422be12,technical_contact
17c834b1-bc4f-4b79-a799-a0696a4b219e,786e547a-381f-4260-a4c8-12434e6a126e,primary_contact
ccc7d8d8-363c-4a77-b9c5-2b491bff4f51,258f6d16-cb1b-4b70-a3cb-f41aa17637ac,decision_maker
bd55682e-12f6-49ff-a509-54250402835b,f602891d-5141-4b19-8495-355aff747fc5,stakeholder
f581b20d-db28-433c-9509-ae4b63b800cf,130ca683-e459-4d51-b3d5-09eb2b5be3a2,stakeholder
238e2c24-6436-4de8-97ea-168989cd960b,65b8aa73-70c2-4dbe-8d4e-cc7d32baa308,stakeholder
2a2815d2-f45e-44b1-a955-3256e06e2000,bbdd1f79-5df7-4e31-9f36-457a083b56a1,decision_maker
1ca0e145-bd2f-4312-b202-179b94a0ab4b,aa5a060f-92a4-43b2-b712-f0c423518a79,primary_contact
7d7dfd50-efde-4b8d-9f2e-9a384f357779,e212e8d7-bb72-438b-b8c9-7ae22ec7280a,primary_contact
b74ffba2-f44b-4831-9734-0b065e4b1021,4f09bc47-a4eb-4a52-ad04-8c125b319a9b,technical_contact
79e72e63-1178-4667-8646-24b98f061dcf,fcadb6d0-c94f-45a7-832d-5d92769db9a6,primary_contact
cd13c3da-dba2-42ce-93f4-05c2131cd59a,44d97caf-b474-4f3b-9e7f-b538065d568c,stakeholder
ecd9911e-2c96-4b5a-837b-aa33f19b8ff3,aabcacf4-5361-4344-a077-fa31ae113729,decision_maker
54b1c097-7b1d-4e65-bfd6-166d9dfa1310,da591d8e-d145-43c2-b960-388f8b9955bb,stakeholder
154d4365-9992-4a0f-bea7-b698c8138879,e663822a-c0f4-4989-b7ec-7d2d882e766a,primary_contact
22daf745-a0a6-45e4-9469-ab96bd02d6f0,93ce8631-e639-484c-9f8d-ca33517acf5a,decision_maker
0bf93e80-af56-4f3f-9a54-14375dd58998,0c98b2ab-6543-428a-9319-4d6a17ed70b7,stakeholder
296cb076-4a82-456c-8d9c-9fbc6b9d4b44,cd7862ac-0e38-4bee-8b42-e71cf96b8136,primary_contact
2539d076-5cb4-4948-9940-2cfec68a4555,690d4b37-cfc2-40a2-a053-13c07e6e266e,decision_maker
5e27bc41-017e-4f6d-aff2-698939b90ee9,325e6dae-8922-4b49-8a6b-f8f2a9391f80,decision_maker
8c66834f-1bdb-4ea1-8d23-5611ce5c618e,c342c65b-b840-4f6f-b979-33a2dd341210,decision_maker
d18ba514-d0d5-49b5-affc-473d91847c2d,8b257fa5-b5fa-49dd-a142-044ac18240e0,primary_contact
86388f45-80e0-4039-82a5-96654bb6d2bb,22fe7d13-2ec1-4199-b6f8-916cae6ca423,decision_maker
37073c97-3775-4a74-8ed8-1a531236006f,f3604985-3e12-4ec3-be98-62adaf0127e0,decision_maker
ae60761d-6ae7-4539-a61b-1b5c11ccfae1,fc75c8a1-15c4-4213-a386-da762a64d26c,stakeholder
222e7418-ff87-44d5-b3f0-9869b40c1d54,7a8140f7-c1d8-4553-a029-d6e174657f85,technical_contact
d2d0b91c-0b0f-4ecf-acba-b72e704a9417,8274f106-db35-4f79-be0b-9161fd94703d,stakeholder
c822ac26-3c7a-4a73-a29b-c4a412e0baa6,bd647d23-0e23-4a01-9ef2-c93a13f80c92,decision_maker
aa1db2a5-54c0-4478-95a4-04fcfd9f7a39,3866e918-a74f-4c90-9f3e-9cae360494a8,primary_contact
7f234829-0ec4-464d-a4e7-b8ca59b574d8,a8aae1c6-1368-43c0-9b85-97b70d68acc3,stakeholder
a0e0610f-5b71-43c2-89e4-8d9e43f33db0,4137ce75-9ddf-429e-ba7d-aa91d9b5e639,decision_maker
77ac2076-8288-4302-91c9-48ad7e0b2999,ec74b4d2-f684-455e-bc06-e0d2bd9aadc8,decision_maker
cfd32f9c-e19b-4df2-b903-360bbc29373d,3866e918-a74f-4c90-9f3e-9cae360494a8,primary_contact
3722bd37-fe6d-4e9b-b534-852115be9200,000a2ac0-a717-4cd8-a833-ed7c00203034,decision_maker
796baf01-3499-45fd-897b-01943fa09c8a,6fa0d87d-646d-4bcf-9ba0-625a7d2dfeb8,decision_maker
c0a266b0-6c90-459f-aff9-ad528eb73c51,f06c2bc9-8bf2-49af-8f3a-963e02859fcb,stakeholder
10009d5c-4b11-4baa-8ae3-69e239c57639,8b14c0e4-8447-4304-8a83-1528666dc448,decision_maker
fad5e27b-ff45-43d7-bad4-a1921b440fcb,bc46dacd-0fa7-490f-8fe1-ebe7e3cbb4cc,primary_contact
0aa895c1-254f-4986-99c7-06bccb62ebcd,41b6c195-2d95-4331-9ac9-111802048c0b,technical_contact
58b00cd2-ced2-4974-a511-bf9fa07c2491,bccb7090-db41-462c-9f87-4dffc266aaa0,primary_contact
ff4e408f-2f56-4c52-b4c0-6609ddd61389,cbe8d15d-2462-4659-87e5-9af6cfd4c006,stakeholder
1c471eda-33c1-408a-903b-2a9b9de8fcdf,6e699bfc-b45f-4b0e-8417-56518c5ae709,stakeholder
ebfbb078-2730-4fa8-a5c2-93ea6468e00d,64df7568-782e-4886-b5bd-48a255f9df14,primary_contact
5f533d6f-d2e4-4d95-9ec8-2429687c4e47,dbcb8f12-2d2f-46ff-b2e2-6610e05843c2,primary_contact
9d0b05a5-af79-4a01-83e1-63847ec61389,9d5df407-13a0-4d83-823c-29a57b1ad532,decision_maker
ae6dd15f-dfd7-4ddf-a470-28bc2d1f9396,ace48756-88e2-4d45-9e5f-19f8f062fb0d,stakeholder
359c13e6-be3d-449c-a0eb-130e4eb93e9a,c400b7e3-13a6-4b52-994c-710952811a6b,decision_maker
cd172050-54a5-40c1-9e52-b79916266bd9,766b579a-712a-4e20-b000-ded2b4bc113a,stakeholder
99b95ca3-9d22-44d8-884c-46175d9a6e3b,6f1b3365-eb05-441f-8ba3-8ad21f2aea60,stakeholder
e4d061cd-0b03-4ad2-b2cb-77fefdaa56c4,130ca683-e459-4d51-b3d5-09eb2b5be3a2,stakeholder
9bf2f413-4724-4f3c-9fa5-bbfb8dd7f461,5420ff2e-6d79-4306-a718-0e8f9c104678,stakeholder
fced8ecc-8a87-467f-a8cb-e8e6a7904736,677e2b7a-79b5-4571-b22e-d8d3cbb27949,primary_contact
1cc255b0-c737-46ee-8410-2eec6fd74ed8,b3090866-d9d6-4ba7-9f1a-9335f515d0d3,stakeholder
2daec6a9-7a19-42ff-b1aa-2ffc9fb229a4,b0de7564-48cf-4aa2-9c1a-c9883a813d2c,decision_maker
020faba5-b0e7-4fd1-863d-2616c8b17fde,0458f9db-81b9-42d4-86b0-1fa67fc678e0,stakeholder
36926c0c-9a03-414d-8bcf-4b081b788273,690d4b37-cfc2-40a2-a053-13c07e6e266e,stakeholder
10cc8c2b-da6f-4793-88c3-6e1e925cd037,3867fc92-8e39-4138-a932-a2bbb304b2ed,stakeholder
e0ab3344-f448-48eb-b54d-911792ff44d9,6b509d2f-1d83-4c91-89c1-61823de16150,technical_contact
775a5422-e91d-4567-91b9-18a86b009a28,9d8f5877-cecd-4f6b-b04c-9f87adf1feac,decision_maker
bfd108ad-618a-47db-8b4f-ec3e64d83763,fda8eb76-fbf3-4584-83e1-1aedd3d0994b,decision_maker
4d782d14-be93-4f46-8868-55e0ea4df51d,8602693b-a610-4d14-9aee-2abd1ddfba8f,primary_contact
3e641ce4-35c7-4631-a0b8-91b0e2627d40,159052d5-63b3-4216-8d1d-40752978d105,primary_contact
83359d0c-a3e6-432c-bda7-9b740fdcef41,7c50d636-5d6a-4005-a23a-0e73c78b0144,decision_maker
9a06d600-e37c-40f1-b706-443dddeeb022,0aacd174-a171-4c17-b90e-f1f37c9f05c0,stakeholder
dba35b25-b4cb-4ba1-9177-5621e5813a04,a2c815db-b3ee-4dac-af93-ed98c0ead545,primary_contact
6578373b-7ff6-4ae6-b674-53d3d5f462a0,277868f5-5036-4b8b-ab5d-ecd10e403d26,stakeholder
8d5bc63a-381c-415d-ac4c-b514fd67d179,8b257fa5-b5fa-49dd-a142-044ac18240e0,primary_contact
184c2721-61cf-4264-95aa-0f5ee10a3505,a39e9a6d-2a25-42ee-a0d4-cf6a1ff6cd37,primary_contact
0e328ce6-b9ec-4bd5-8b21-f43d05ef3369,64a0b890-8084-4d7d-8cc9-21f6d5907558,primary_contact
13188195-9624-41cd-a808-17030c4a670a,93ce8631-e639-484c-9f8d-ca33517acf5a,stakeholder
