deal_id,account_id,stage,plan,seats,amount,created_date
34804743-9dac-46d9-bed8-94ed3d8055cc,63275c11-8d09-4619-bfd4-926c459c4ddf,Lost,Basic,98,2450,2024-10-09 09:18:57
17a6dc56-bc5f-41c2-8daa-a64b82826695,80596bbf-04b6-41c8-be18-feff5c65376c,PoC,Basic,64,1600,2024-08-28 12:37:40
5c466961-c2f4-4996-9a87-2399eb3cf9b6,9e5632e7-b4b0-45e6-9181-5e9fb99fb7b5,Won,Basic,94,2350,2024-08-24 01:29:29
2ccfb28f-82fd-4f2e-85b0-e471ef697798,3064171f-d537-434e-8a07-1a19e5973f70,Won,Basic,74,1850,2023-01-16 23:39:54
2aaf66ab-4495-437a-a7b2-76692b1e0778,45ab7317-c96d-46c1-bef4-1ad24af592f2,Won,Basic,37,925,2023-05-18 10:48:43
26e0ebc7-0179-4840-be5d-8bf509bad965,b8aff9e0-52ee-499e-b872-ee3eb5c3ec79,Won,Basic,16,400,2024-02-03 01:32:49
d0232ff4-912f-4e87-827e-f5ddc946621d,4726f4f0-df99-4c0b-9336-3a8da9f1b5da,Qualified,Professional,71,5325,2024-01-18 18:34:51
4e7189ab-08c5-4ed8-b789-350c192ca6af,105f1b4e-99ff-4d08-bd4c-2a60183891e6,Lost,Basic,79,1975,2024-11-29 02:17:14
86a934bd-59b1-4145-a08c-f8432cbb7ee9,32106d85-2265-4905-be70-ba74b18566d0,Lost,Basic,50,1250,2023-12-30 12:06:16
64a0b890-8084-4d7d-8cc9-21f6d5907558,6e952029-e905-43f0-8d24-0e28fc65b732,Lost,Professional,60,4500,2023-12-06 15:05:46
47be8fec-b8f9-4137-b5d9-50ad184e1a77,d50b26d4-9da3-4f52-b8e4-9cf70d8c3053,New,Professional,56,4200,2023-02-13 23:30:35
a937a133-fab8-47fb-937d-f30a62f19411,d359a9e0-dcfb-405d-ab74-64b5d7f3ffc4,Lost,Basic,57,1425,2023-08-31 17:10:56
7b326d56-81f5-4442-8a8d-c5db988dde09,4ec6e6c7-a2f9-4246-ab67-36e8c415fa33,Lost,Basic,106,2650,2024-01-09 07:47:37
aae25653-45ae-4391-89b9-190065351cc9,bf58f027-c1d5-4644-bcb1-aaabe38185ad,PoC,Professional,24,1800,2023-08-18 01:21:37
2aa3bc7d-293d-4848-8268-d3d72ea1fde9,5b475355-623f-402e-804e-1b2cb515d851,Qualified,Professional,30,2250,2023-05-09 04:52:38
5953f8b4-6d34-4714-867a-4c5bddfd79c2,512fd254-eaaa-4349-a2ce-5870b0bf0536,Won,Basic,42,1050,2024-10-02 07:58:28
bd559042-e2f0-467f-9191-6b39b3436e33,29954604-e038-4f26-af90-0250eb46c973,New,Basic,111,2775,2024-01-10 17:22:14
41035b4c-460b-40bc-afd4-9d69877eb829,16153a6c-581d-4747-9536-4471b294b53b,Negotiation,Basic,25,625,2024-05-12 09:44:41
e0421ae1-52c0-4193-bf05-3858fbce1cb0,98e5cc8b-9f70-4e1b-8fea-115e5d99dc72,PoC,Basic,46,1150,2024-02-21 17:30:28
601afec2-3a4f-478b-afb0-5baab9ec2d94,ac684f09-9472-419d-ba2f-277ed7fb57f1,Won,Basic,43,1075,2023-12-10 17:08:20
2c61e98c-1721-42fd-bd79-f7b388e48b40,e0cbab3a-112a-4713-8174-5d24986de06e,New,Professional,88,6600,2024-10-08 17:17:50
991533e4-e64b-471e-9b9c-c0b997710f01,28675137-a7ba-40f2-937b-e901b9dc769e,Negotiation,Professional,98,7350,2024-10-05 21:18:26
3fa9ff63-7f1a-4043-88e6-4b12391c4a2c,0abe6a23-c8a5-4aef-9683-a3f610888788,Negotiation,Basic,57,1425,2024-06-01 12:56:26
96dfd4e6-2412-4ce8-afe4-1db970977e84,72981a5c-8a4c-4aaa-ab17-14958aa035d0,Lost,Professional,25,1875,2023-07-05 09:42:32
6825c212-8e2e-4849-8b8b-6c4d69baf61d,cb5103c6-f58c-4a27-bd81-8808b5075833,Qualified,Basic,121,3025,2023-05-17 20:55:16
d7963fd6-928a-44a5-bc5d-a0ca62b8fe20,6ae01901-28fe-4a62-9c35-ee406fc9f27a,New,Basic,61,1525,2024-10-09 16:05:47
e2ac1d35-d682-4ec6-997c-c2e4f8d2df12,8fcc66c1-502f-4230-8b09-d31773058bc4,Won,Basic,43,1075,2023-08-09 19:57:15
786e547a-381f-4260-a4c8-12434e6a126e,7ac76dd1-6f6f-4525-8f71-2d312cf336d5,Qualified,Basic,70,1750,2024-07-23 07:37:31
9751d71d-fb2b-477d-be29-5daf3f6b8886,7534ab75-52d4-42de-84a5-97d52d7b6e47,PoC,Professional,48,3600,2024-01-27 07:44:25
e9ede733-cb8c-47e9-970b-cfecab22ddd6,84bcb468-da8e-43ad-8ab5-ec6c61ff9682,Lost,Basic,46,1150,2024-02-01 22:56:49
8b257fa5-b5fa-49dd-a142-044ac18240e0,d1af3af7-ecff-41cc-a784-3ad4ec5edc1b,Won,Basic,31,775,2024-03-29 03:46:13
0e22ea0a-9604-46b7-b071-d86b96d43fa6,aea359e7-0c58-4cff-b816-40af0a46058a,Lost,Basic,99,2475,2023-05-09 00:31:35
cab48468-ff81-43f4-bc84-f078672a5fa4,7a0edf64-ef4b-48ff-98ae-13d17574c000,New,Basic,37,925,2024-05-28 12:10:31
c884c78f-d556-47a2-b165-0f50726ee4ee,77b5d232-4af2-4694-a36d-514feedf80ac,Lost,Basic,106,2650,2023-01-27 10:05:53
91a5aa89-b549-4042-9864-e633a2f3212f,769df1fd-ff6f-4aa3-bb6a-65df9fdf055b,Lost,Basic,66,1650,2024-06-20 18:56:23
98d6086e-fd89-4e76-9b64-fb5a126cb82a,2d60d15b-4cea-4e87-ac01-a9497c3adda8,Won,Professional,61,4575,2023-08-20 16:42:42
991455a1-5a53-4d31-b959-48c22130cbcb,fc33ba33-da8a-4774-a553-63ef036ee915,New,Basic,1,25,2024-03-14 17:43:02
08b8524a-979f-4918-a4f4-272601b7c70d,a83974a3-f0bc-4816-9fad-a6485bc60744,Won,Professional,94,7050,2023-10-09 01:45:29
3b5c0b55-d435-4c34-88b5-ed78803a2a89,f4618721-ca16-41da-9cdc-bd85eac7ec30,Lost,Basic,67,1675,2023-06-10 04:05:00
56dde816-c8b1-40a5-855b-a10b8dfb6c46,07c26a10-d5c0-4995-a409-9f442ee0043d,Won,Professional,67,5025,2024-06-01 23:27:42
ef12b634-81fd-445e-a0f3-e26289229fd1,bbea98a2-5f2d-43e4-bddd-bb6aa9731df6,Won,Basic,123,3075,2023-03-31 02:03:56
f1c1f306-a1a5-4046-9a63-bc8836540c67,3024f1a9-99b3-40be-b390-6068e282e84d,PoC,Basic,18,450,2023-10-02 17:17:43
c1de6e1c-1ed6-4a3e-bf7c-5baf75bea166,c9b47e31-e8cf-406a-a1f5-c76e1d067450,PoC,Professional,88,6600,2024-11-26 14:55:12
fc1b6ded-fe0d-4365-bfc3-9f64d31d1062,c577c50c-a47b-4720-b5bd-f8ee74498426,PoC,Basic,113,2825,2023-02-09 11:46:26
05dcb6d1-af39-40c1-8462-089afd07f853,ad1f2aec-0dfc-43dd-9306-dcaf98adddf8,Lost,Basic,75,1875,2024-08-31 22:07:45
a74113c7-981c-474a-ab58-e3eb3852c47e,7d4a7d43-77c9-41e5-9ac3-1e720d0c0c03,Won,Basic,115,2875,2024-09-16 14:31:07
3a8a9fb8-0e9a-449f-8749-e085fda7041d,aed6693c-e1a5-43cf-885c-36d3aa4f6689,Lost,Basic,19,475,2024-08-30 16:04:02
14b3d831-8e98-46ce-b874-d65dd03dce50,7ea2a99e-d305-4956-8c33-646cb98bc8ac,Won,Basic,25,625,2024-09-19 21:07:44
ec74b4d2-f684-455e-bc06-e0d2bd9aadc8,960d151b-1e5d-479a-a684-c5fa16a5a85d,Lost,Basic,123,3075,2023-05-29 11:32:11
8bfc3c14-b4a4-48c1-90a5-3dad7acab78b,84409a01-61ac-4e4e-8d50-8af8e2df6324,PoC,Basic,73,1825,2024-10-08 16:02:38
f32dc3c1-3614-45b3-8a51-c0d0c8fb0b4e,d3843942-9f0d-4836-beeb-57e9d75bd561,Qualified,Basic,41,1025,2024-05-07 01:04:34
04dd0a40-04f9-47b9-a71c-b819d4699fa3,cbf73fa7-0ee7-44b2-9384-7753abb18599,Won,Basic,47,1175,2024-01-01 04:32:50
f000b9fb-b98c-45c3-9f6d-299bdfb0464b,0b19c7e5-a67c-41b0-b725-e3b419f39a49,Qualified,Basic,108,2700,2024-09-19 08:02:28
1c4b07be-8d96-43b4-ad74-28a31cddcdf2,b2b7ad96-603d-4b12-8bab-e421235fdc80,Qualified,Basic,54,1350,2024-02-17 13:35:25
3bcd98be-22c7-4e0b-a5ff-37c86faecc16,9dfcb482-2e9c-448d-ad85-3a6985d14c8f,New,Professional,52,3900,2024-11-02 19:44:23
fdbcec46-28b8-4f96-9f98-689e6c8db489,1f948a78-8e5d-45b3-8a59-692d4440c634,Qualified,Professional,42,3150,2023-01-29 12:52:33
4f6571bb-5d86-470d-bc8b-7d575abbc39e,6a062df8-5327-4f30-ad5a-255efb4106c4,Qualified,Basic,36,900,2023-11-02 04:19:01
65f908d0-9532-4d45-8a31-bbdecd4dd019,c3266ddb-057c-4634-b85a-00d04b12feba,PoC,Basic,52,1300,2023-09-19 19:20:07
7d5ca6e2-f40f-41d6-a66b-f349febbbaa3,ca1a58f8-97e8-4b41-a4fb-ddf58fea696b,Won,Basic,50,1250,2024-09-14 20:36:27
ce40dca6-e096-4ec6-b651-fe1c6cca568e,bd9ea433-d277-41ff-a728-8b7f90709312,Lost,Basic,114,2850,2023-02-20 12:38:20
21a13d95-3aa8-412d-9192-7b4bd123cb35,d4265610-b221-4b31-a37c-77ee06d6983d,Won,Professional,77,5775,2024-03-10 22:22:40
023a799c-ec3e-40bb-b13e-fbb9dd4c0ec6,f94f8e9d-e172-4506-9a08-cf9697b49393,Won,Basic,82,2050,2024-04-27 03:56:52
e75d99bb-add7-467d-821a-52267e9607e0,123f1517-0b12-4d9c-8082-5d380f68d96e,Won,Professional,89,6675,2024-05-25 22:37:31
41b6c195-2d95-4331-9ac9-111802048c0b,cf557560-5fcc-48c7-9324-79708829dc14,Qualified,Basic,7,175,2023-07-24 11:08:27
a23a79cf-3f28-4ac9-94fc-e2a78c3b8be5,28cd7ebe-d581-4032-8157-7d67b5efe323,Lost,Professional,91,6825,2023-05-23 22:37:17
c24250e9-e88b-47c0-ae79-70177f0434ae,11b13f85-ccde-4a26-b62a-1df75163ffe6,Won,Basic,42,1050,2024-12-09 05:09:24
9f96f779-e172-4b3f-b548-7555f4715b15,885830d3-cc34-4ac0-990b-78326adeca31,Won,Basic,56,1400,2024-03-16 10:16:31
72d5ff95-f9e1-46e4-9f38-b7a4346d36d9,392d7974-ba19-4d94-8e43-a2e16d28416c,Won,Basic,111,2775,2024-12-24 14:54:16
6280ac7a-8bd9-47c0-b27a-2ad196c5846c,927672c4-f021-4681-be00-0d43d61fc913,Qualified,Basic,108,2700,2024-08-25 23:53:28
9d8f5877-cecd-4f6b-b04c-9f87adf1feac,5e77bbbc-ed12-4753-ad79-f05a9cecc549,Won,Basic,44,1100,2024-11-14 02:08:23
cf48dd58-ee89-441b-882c-926cfc76c3d7,6dd8bf73-ed01-49d7-beba-2fb6705822f3,Lost,Professional,38,2850,2023-11-08 02:51:24
0c39157f-f3ff-40f6-9fe9-574f37dd4ed3,77866cce-7517-4e58-aa6b-893be1f11df8,Won,Basic,63,1575,2024-02-07 00:28:12
0e78bfcc-702f-494a-8c0b-da3630452cd9,ad9a37ca-8494-4b99-8aa6-ef2d3c523db2,PoC,Professional,72,5400,2024-04-15 13:27:58
7191cf99-23c5-4690-a886-2e2f3076428f,12dba4bd-1d11-432d-99c2-b48d3e5bb2da,Won,Basic,62,1550,2024-03-10 02:47:15
c7867a9a-7982-4ae4-93f0-152205ea2d74,d05528b3-81a7-4155-b37a-ba235aab899e,Negotiation,Basic,55,1375,2023-12-14 14:48:31
4d2abcf0-0de1-4fb7-b10d-8dbc7ccf61b8,ab1c75a4-c50e-4bf2-b1bb-6341a3234c06,PoC,Basic,41,1025,2024-01-29 03:54:45
c796dab9-e2f8-46e9-b276-bc329118a256,4fa12d69-0d6c-4b9a-bac6-27bf4865d9b3,Lost,Professional,98,7350,2023-12-06 01:44:08
6c63a308-e99f-43b2-8e80-ff1be0a3ec9a,9c985b25-2035-440d-9f0a-dc0876d80c9e,PoC,Basic,67,1675,2024-12-16 13:26:40
83719a2c-d35b-438d-bbc0-6f58600008fc,309a429c-b4c8-4e30-a5de-5e9e012fd624,Qualified,Professional,59,4425,2023-03-27 19:50:25
93e0509b-3f1e-4d20-85fa-03d945262013,0549dee3-9cb8-45db-9beb-55f5c47196b5,Lost,Basic,13,325,2023-07-02 16:31:21
c7a51088-2a4d-463e-b0cd-9641b87fb228,cd00a4a9-9d38-41cd-8c26-be18de583208,Won,Basic,48,1200,2023-05-05 03:02:50
1d8f554d-1c1a-4567-a241-6d2f711ac1d5,4dcaef75-3ef3-4534-9ba2-ef42768c31e9,New,Basic,74,1850,2023-07-29 04:05:01
ae5ec2be-48bc-4df2-8c6b-41ce3427b922,2f9a36cd-2c62-4fd2-86b5-f8b0007f7c53,Lost,Professional,116,8700,2024-05-06 15:31:15
b3359a74-f8cd-4b17-836c-c6eb94da1e3f,c5b92423-831e-457c-afdd-e517420672df,Qualified,Basic,51,1275,2023-05-05 10:33:19
e1fd9635-fb39-42ef-8e18-e88fb55be3c9,bc3a706c-b887-4570-a5e7-db5809046ba1,Negotiation,Basic,107,2675,2023-05-14 02:23:42
dc3b2c91-9565-4cff-bdec-ed880a7e4fce,9b299d46-0c11-4bc2-b944-ac0518f198a9,Won,Professional,32,2400,2024-05-10 18:54:00
da86e35f-efd4-4dee-a767-e35aaa0c7769,8f4a401b-1ee7-40c8-a177-9c07fdb38bd7,Won,Basic,51,1275,2023-12-04 01:27:45
258f6d16-cb1b-4b70-a3cb-f41aa17637ac,f0ab8cbf-7221-4ca8-a382-b424e8553f3f,Won,Professional,55,4125,2023-05-27 03:32:55
cbae8bd9-d105-4450-96a2-e358b1e15881,5bab534d-3904-4a8b-9fe9-7c66a996af03,Qualified,Basic,78,1950,2023-10-27 07:19:09
9217d573-0f98-4460-a11b-108bcd28f8a5,7be65d4e-80b9-4d66-a957-2304ef26f4a5,Won,Basic,74,1850,2023-08-09 11:16:18
12374ef7-10dd-46e3-8f15-4168984863e2,dae268ac-cdf7-42e2-80dd-77fc5c1c2324,Lost,Basic,30,750,2024-01-03 07:05:14
0f4cfc65-0191-4c2a-a601-1c9e19ecf656,90736680-a4f1-4bec-9906-cf59e50bd3b7,PoC,Basic,61,1525,2023-09-22 10:55:19
a2c815db-b3ee-4dac-af93-ed98c0ead545,94900ec4-a1ff-49c1-9a53-ace0c05bde70,Lost,Basic,35,875,2024-07-26 01:48:35
1ac08836-161d-4b4e-be69-2b3ae8c69d03,b6d98d8c-c3eb-48c9-88b3-661763eaaf8f,Won,Basic,95,2375,2023-04-01 15:31:02
0ef3c294-40dd-41df-9533-a5c43ca48f65,13501edc-9cc1-4ac7-a020-43f953c86086,Lost,Professional,48,3600,2024-12-31 13:38:05
0c98b2ab-6543-428a-9319-4d6a17ed70b7,dfb77a03-3197-4f10-90d3-ade27a718fd4,Qualified,Basic,15,375,2024-02-01 11:15:34
20fe0301-4e48-4611-94cb-8846e7c06886,8df8037b-de9d-4f4e-a4b4-20b54a8cee02,Won,Basic,96,2400,2023-09-16 12:06:46
711c0a24-2998-44f5-85c0-2a69724402cf,5548d7b6-6014-4769-8fc7-5d8f8e6caefb,Negotiation,Professional,48,3600,2024-01-18 19:38:38
5aa32c34-ec72-4b85-8f7d-97afdd6cc908,50baaee2-f602-44b2-b73c-a9c18363feed,Qualified,Basic,58,1450,2023-08-27 18:24:14
e21a77a6-b320-43c7-ad8a-2d19efde2b69,97ba2582-79bd-44e0-8616-c4f7314dd15b,Lost,Basic,97,2425,2024-12-24 20:22:58
89901cbd-9511-4c47-bc60-b0f76889f76b,6e50859c-e73c-4100-9f6f-2d6c3faad516,Won,Basic,76,1900,2023-07-22 13:33:16
811669e9-adcf-4021-87a4-b237009602da,1cbfc176-b093-49af-8d72-e7938be77277,Lost,Basic,81,2025,2024-07-31 08:11:08
22888e5a-bad6-456f-b0dd-7af127805102,e9940b70-19f0-41bf-b50d-b144cb5f565f,PoC,Basic,58,1450,2023-11-24 18:23:12
7268ebb1-c180-4366-9159-693c8a9f2b5a,0fa68ee6-186c-42df-93c1-3eee8f7ff4a1,Qualified,Professional,27,2025,2023-07-27 23:14:30
32f6e0c1-7bf4-4ad9-89b4-5e3e8c872e25,3eaae9d4-edec-4f46-9d34-d5c215aa73c5,Lost,Professional,49,3675,2024-03-31 23:20:06
5abbad03-8eab-4891-92f2-6794c6490f91,8aececc6-a91b-4733-97c0-da187292999c,Lost,Basic,84,2100,2023-07-13 14:36:51
2ee95654-ac5f-4763-a7e5-fe698e3af18c,780b9495-6f9a-417f-a97e-44f4f568ba2b,Won,Basic,59,1475,2024-05-10 13:28:25
ace48756-88e2-4d45-9e5f-19f8f062fb0d,118c62f9-f862-4440-a285-f7d75cbd09d6,Lost,Basic,90,2250,2023-05-03 15:13:25
c5fffdca-3686-4cf2-ab3c-24229158888e,27265031-2376-4213-a0f7-b07f5a933469,New,Professional,86,6450,2024-12-07 02:36:26
6b5a8c22-c31e-408e-bd4f-385b4bb10416,45d98144-7d9c-4023-8d30-182d4afc4d00,Won,Basic,142,3550,2024-03-01 06:55:45
ef7fb78c-9e04-47aa-8d5f-be974ce28a39,7bd554da-2f1b-4fcb-bf26-20d283c6c898,Won,Basic,60,1500,2023-05-04 02:35:43
9c7e98d9-382f-4684-8521-b14a7d0f59f3,51da9136-19a3-4c8a-ad0d-9db6d2fc4e38,Lost,Basic,49,1225,2024-05-07 17:32:56
2fc6382a-39ff-4f5c-938d-fc2d1b950cbd,1efc76b8-edf0-425b-9254-f639b63ee811,New,Professional,67,5025,2023-02-28 01:13:11
e8b7ad80-8248-4bbf-bab4-5c54f780b30b,dc48f10b-24c8-4e37-aace-12f58334dc60,Won,Basic,33,825,2023-12-14 15:21:32
159052d5-63b3-4216-8d1d-40752978d105,d23b053f-2802-40ba-82d2-0f658decbf63,Won,Basic,42,1050,2023-11-11 14:18:07
b9635cc9-3592-4b5d-a4b0-e9aeeb1499dd,210a0a9d-afad-48a0-b3a0-8bfc0e756cf2,Lost,Basic,56,1400,2024-03-23 13:42:59
56bf4226-6b0d-46d4-be8e-348ee3b1de54,1c6d2876-0b8d-4abf-b9f6-13142473d0e8,Qualified,Professional,84,6300,2024-07-31 23:57:01
b9e47e93-c3f9-49ea-ba6c-69a871491f94,61830633-16a3-49ad-9ff7-37a7d72f3aa8,Won,Professional,50,3750,2024-04-12 07:23:53
a2efd580-e334-4025-977f-a30f9e625141,ef2d6a22-2a56-4a08-8828-db4f344fc21d,Qualified,Professional,88,6600,2024-03-18 09:36:12
5420ff2e-6d79-4306-a718-0e8f9c104678,a5bb77fb-b063-445e-b31e-67c6075a5efd,Won,Basic,34,850,2023-02-17 08:40:48
a20b5b7c-9da5-475e-98dc-de37caf6d3b8,5e6b5d94-ecdd-4a99-b318-4e2cc10644a0,Lost,Basic,116,2900,2023-10-19 21:49:24
a3392643-7d06-46de-afb9-6c5e4ba88aec,4d007c5e-d879-43c3-a1e1-0b9c9452fe1a,Won,Basic,16,400,2023-12-12 03:10:30
906b9cf6-97b2-4e0f-8485-0c2af3e53658,ad928a81-f90a-4787-bf0c-dcf42fdf0505,Lost,Professional,76,5700,2024-02-02 03:22:14
c4dd5ede-6fe0-46d5-85cb-d4b65c2824bd,96b86565-4399-4492-9f4e-041d4e3baf37,Qualified,Professional,86,6450,2023-10-22 02:50:00
24a8e6a7-79a6-4a52-88ba-ecf4fdebc4b0,76387f81-e6c0-4528-86e9-2e15c5a9de09,Won,Basic,76,1900,2023-09-18 23:36:49
4c9e4de5-085d-4f05-86b9-0eecc70a3e40,b0b850a7-df59-4325-914d-573dfecdfe39,Lost,Professional,143,10725,2023-01-30 06:37:23
c7be8754-5cd4-4630-acb0-c6d32ccf10f7,df91e2f7-0db8-43a7-9279-215aa405cba5,New,Basic,101,2525,2024-06-09 04:55:24
1363b142-7c3f-4151-ad04-62b06c873e50,6f720c0d-a3b5-4994-91c4-80c576232606,Won,Basic,56,1400,2023-12-01 00:25:14
fd8a8175-3b56-482b-b7e7-57ba10d79651,d4e125ef-8742-4429-ad56-8e9208919c01,Qualified,Basic,99,2475,2024-09-22 15:12:03
f9c97297-dde4-4cf2-b4d0-a17af3682ca3,cd2396a7-87e8-4691-a391-3b5ae60ad073,Lost,Professional,47,3525,2024-06-10 09:15:12
ad98c25d-03f3-4e81-8f30-9480af67422b,34d89ef0-bedb-47db-88b5-93515b95d538,Won,Basic,66,1650,2023-02-26 23:26:49
299b178b-ad26-4af6-8281-500df315ca29,1c2ea8a5-cbc2-4892-a7cf-e48a487998d0,Negotiation,Basic,28,700,2024-05-06 10:05:03
56fa9af4-2dc4-4f7c-9a24-a15db3a0f936,6bf70819-1332-4f12-8e06-c252a177a18a,Lost,Professional,49,3675,2024-07-20 03:02:20
22fe7d13-2ec1-4199-b6f8-916cae6ca423,8ef845fd-6d22-4265-8845-40241c0b8adf,Won,Basic,78,1950,2023-02-21 22:47:38
e2b0dc2d-c71c-444b-9326-a25ec7e48136,4bdabe17-ac33-49b8-97d0-0574254e6e23,PoC,Basic,22,550,2023-06-08 16:18:32
b7247264-cdf8-40d7-a285-261d817cf3c4,354d5e15-1ac3-4231-a1bc-a341d96e869c,Lost,Basic,66,1650,2024-07-03 22:05:54
11dec9d4-f9fb-4822-99ff-4011aca453fc,4145bae7-dc2b-4a96-93f3-5782c8b157fb,Qualified,Basic,56,1400,2024-11-09 21:12:22
d02df249-6d6a-4bad-a9c1-0188c59e8312,20466851-7c73-400d-9773-3e2663643b45,Negotiation,Basic,56,1400,2023-07-07 15:14:48
25909b0e-2e1a-485b-a404-d7e0318080cc,d3232d32-d615-4f16-86e2-6a299fa51990,Won,Basic,52,1300,2023-06-14 04:27:33
04e89547-36cf-42b2-9c56-971a0a9f6024,0f639555-7b63-4052-9243-1c7e1ae1c8f7,New,Basic,129,3225,2023-05-16 22:36:18
b20a1802-7cf7-4cec-815c-10d89aa8c175,b2ad0572-3ed2-4339-b512-886cdd4b2636,Won,Basic,110,2750,2024-08-03 11:33:33
c462e84f-1aa4-4b50-81e5-e12bf72f8c2a,7e1310ee-2c6a-4323-a9f6-e1cb8a2fbbcd,PoC,Professional,57,4275,2023-06-24 12:20:41
3cce3652-9c61-46e2-8c05-6ee7cd6f7dbc,6cd05dc6-9533-417b-8145-2d8d7a8d0c62,Won,Basic,104,2600,2023-09-10 04:45:15
a204ff1e-9166-4507-bcc4-86445959b969,6cbb7101-0095-4b6e-ba8c-0e5c827ca933,New,Professional,16,1200,2024-09-10 19:00:22
6e1f0b9a-7820-44f6-8338-a54abd930ee1,1e88c17e-7d0e-4826-9d9c-8cc27a27e765,Lost,Basic,12,300,2024-09-23 16:22:14
32e71cc1-53dc-47a7-a5d3-61c778128373,032b83eb-f010-4cba-aaf9-28872ea1c1bf,Lost,Professional,57,4275,2023-06-24 01:17:46
2526220d-1530-4b70-9558-c09bd788d5cc,be6565d3-9c39-49f3-9951-81acea79682d,Lost,Basic,14,350,2023-05-23 08:13:04
6706f142-f9a5-46e6-84e3-1b849cf970b0,3d30ad81-ab56-4569-a1fb-ef950881ae3c,Won,Basic,79,1975,2023-11-22 21:20:06
f625b899-b981-4bc5-9e1b-d2281fed8cf6,a31efb98-250b-45d7-8e93-ae63fcec1ef1,Lost,Professional,40,3000,2024-01-22 10:21:28
ca0e62e2-f299-4bc0-90cb-3a24a43e66a4,4146f08f-fc77-466e-9b4d-666824d68281,New,Basic,66,1650,2024-06-29 16:17:49
4b40fef9-c78f-420f-b26f-260c1b81300f,29960257-9f1e-4f78-86a8-db85b22860a2,PoC,Basic,61,1525,2023-10-01 06:36:25
3149297c-de86-4a2a-83d3-f49a393ec313,c2fc6bc5-515c-4655-a23a-9cf56854ae76,Won,Basic,58,1450,2023-09-21 18:06:14
c6da2923-266b-4a8d-986f-b00dd34024c7,b247949e-69aa-4850-8a1e-cb44d1b78cdf,Lost,Professional,28,2100,2024-03-12 13:34:15
51aaeab9-84f0-4e2a-824c-09dc5b929c76,fc101958-d776-4048-8cd3-6b3f6d07dbd9,Qualified,Basic,58,1450,2024-12-23 00:56:28
8e2afd7d-d1e3-4103-9280-fecce3b1f2e8,b1d0f701-0e3e-467e-a944-9126624dee25,Won,Professional,30,2250,2023-01-24 07:17:37
b7cecbcc-7d25-4d97-986f-66e2992d4675,ffe675e9-5dbd-4959-bd4c-354eb8a0dc36,PoC,Professional,61,4575,2023-11-23 15:33:43
