libc-bin	2.41-12+deb13u4	amd64
libc-dev-bin	2.41-12+deb13u4	amd64
libc6:amd64	2.41-12+deb13u4	amd64
libc6-dev:amd64	2.41-12+deb13u4	amd64
libcap-ng0:amd64	0.8.5-4+b1	amd64
libcap2:amd64	1:2.75-10+deb13u1+b3	amd64
libcc1-0:amd64	14.2.0-19	amd64
libcom-err2:amd64	1.47.2-3+b12	amd64
libcrypt-dev:amd64	1:4.4.38-1	amd64
libcrypt1:amd64	1:4.4.38-1	amd64
libctf-nobfd0:amd64	2.44-3	amd64
libctf0:amd64	2.44-3	amd64
libcurl3t64-gnutls:amd64	8.14.1-2+deb13u5	amd64
libdb5.3t64:amd64	5.3.28+dfsg2-9	amd64
libdebconfclient0:amd64	0.280	amd64
libdpkg-perl	1.22.22	all
liberror-perl	0.17030-1	all
libevent-2.1-7t64:amd64	2.1.13-stable-1~deb13u1	amd64
libexpat1:amd64	2.8.3-1~deb13u1	amd64
libexpat1-dev:amd64	2.8.3-1~deb13u1	amd64
libffi8:amd64	3.4.8-2	amd64
libfontconfig1:amd64	2.15.0-2.3	amd64
libfreetype6:amd64	2.13.3+dfsg-1+deb13u1	amd64
libgcc-14-dev:amd64	14.2.0-19	amd64
libgcc-s1:amd64	14.2.0-19	amd64
libgdbm-compat4t64:amd64	1.24-2	amd64
libgdbm6t64:amd64	1.24-2	amd64
libgmp-dev:amd64	2:6.3.0+dfsg-3	amd64
libgmp10:amd64	2:6.3.0+dfsg-3	amd64
libgmpxx4ldbl:amd64	2:6.3.0+dfsg-3	amd64
libgnutls-dane0t64:amd64	3.8.9-3+deb13u4	amd64
libgnutls-openssl27t64:amd64	3.8.9-3+deb13u4	amd64
libgnutls28-dev:amd64	3.8.9-3+deb13u4	amd64
libgnutls30t64:amd64	3.8.9-3+deb13u4	amd64
libgomp1:amd64	14.2.0-19	amd64
libgprofng0:amd64	2.44-3	amd64
libgssapi-krb5-2:amd64	1.21.3-5+deb13u1	amd64
libhogweed6t64:amd64	3.10.1-1	amd64
libhwasan0:amd64	14.2.0-19	amd64
libidn2-0:amd64	2.3.8-2	amd64
libidn2-dev:amd64	2.3.8-2	amd64
libisl23:amd64	0.27-1	amd64
libitm1:amd64	14.2.0-19	amd64
libjansson4:amd64	2.14-2+b3	amd64
libjs-jquery	3.6.1+dfsg+~3.5.14-1	all
libjs-sphinxdoc	8.1.3-5	all
libjs-underscore	1.13.4~dfsg+~1.11.4-3	all
libk5crypto3:amd64	1.21.3-5+deb13u1	amd64
libkeyutils1:amd64	1.6.3-6	amd64
libkrb5-3:amd64	1.21.3-5+deb13u1	amd64
libkrb5support0:amd64	1.21.3-5+deb13u1	amd64
liblastlog2-2:amd64	2.41.5-0+deb13u1	amd64
libldap2:amd64	2.6.10+dfsg-1	amd64
liblsan0:amd64	14.2.0-19	amd64
liblz4-1:amd64	1.10.0-4	amd64
liblzma5:amd64	5.8.1-1+deb13u1	amd64
libmd0:amd64	1.1.0-2+b1	amd64
libmount1:amd64	2.41.5-0+deb13u1	amd64
libmpc3:amd64	1.3.1-1+b3	amd64
libmpfr6:amd64	4.2.2-1	amd64
libncursesw6:amd64	6.5+20250216-2	amd64
libnettle8t64:amd64	3.10.1-1	amd64
libnghttp2-14:amd64	1.64.0-1.1+deb13u1	amd64
libnghttp3-9:amd64	1.8.0-1	amd64
libngtcp2-16:amd64	1.11.0-1+deb13u1	amd64
libngtcp2-crypto-gnutls8:amd64	1.11.0-1+deb13u1	amd64
libp11-kit-dev:amd64	0.25.5-3	amd64
libp11-kit0:amd64	0.25.5-3	amd64
libpam-modules:amd64	1.7.0-5	amd64
libpam-modules-bin	1.7.0-5	amd64
libpam-runtime	1.7.0-5	all
libpam0g:amd64	1.7.0-5	amd64
libpcre2-8-0:amd64	10.46-1~deb13u2	amd64
libperl5.40:amd64	5.40.1-6+deb13u1	amd64
libpng16-16t64:amd64	1.6.48-1+deb13u5	amd64
libpq5:amd64	17.11-0+deb13u1	amd64
libpsl5t64:amd64	0.21.2-1.1+b1	amd64
libpython3-dev:amd64	3.13.5-1	amd64
libpython3-stdlib:amd64	3.13.5-1	amd64
libpython3.13:amd64	3.13.5-2+deb13u5	amd64
libpython3.13-dev:amd64	3.13.5-2+deb13u5	amd64
libpython3.13-minimal:amd64	3.13.5-2+deb13u5	amd64
libpython3.13-stdlib:amd64	3.13.5-2+deb13u5	amd64
libquadmath0:amd64	14.2.0-19	amd64
libreadline8t64:amd64	8.2-6	amd64
librtmp1:amd64	2.4+20151223.gitfa8646d.1-2+b5	amd64
libsasl2-2:amd64	2.1.28+dfsg1-9	amd64
libsasl2-modules:amd64	2.1.28+dfsg1-9	amd64
libsasl2-modules-db:amd64	2.1.28+dfsg1-9	amd64
libsasl2-modules-gssapi-mit:amd64	2.1.28+dfsg1-9	amd64
libseccomp2:amd64	2.6.0-2	amd64
libselinux1:amd64	3.8.1-1	amd64
libsemanage-common	3.8.1-1	all
libsemanage2:amd64	3.8.1-1	amd64
libsepol2:amd64	3.8.1-1	amd64
libsframe1:amd64	2.44-3	amd64
libsmartcols1:amd64	2.41.5-0+deb13u1	amd64
libsqlite3-0:amd64	3.46.1-7+deb13u2	amd64
libssh2-1t64:amd64	1.11.1-1+deb13u2	amd64
libssl3t64:amd64	3.5.7-1~deb13u2	amd64
libstdc++-14-dev:amd64	14.2.0-19	amd64
libstdc++6:amd64	14.2.0-19	amd64
libsystemd0:amd64	257.13-1~deb13u1	amd64
libtasn1-6:amd64	4.20.0-2+deb13u1	amd64
libtasn1-6-dev:amd64	4.20.0-2+deb13u1	amd64
libtinfo6:amd64	6.5+20250216-2	amd64
libtsan2:amd64	14.2.0-19	amd64
libubsan1:amd64	14.2.0-19	amd64
libudev1:amd64	257.13-1~deb13u1	amd64
libunbound8:amd64	1.26.1-0+deb13u1	amd64
libunistring5:amd64	1.3-2	amd64
libuuid1:amd64	2.41.5-0+deb13u1	amd64
libxxhash0:amd64	0.8.3-2	amd64
libzstd1:amd64	1.5.7+dfsg-1	amd64
linux-libc-dev	6.12.107-1	all
login	1:4.16.0-2+really2.41.5-0+deb13u1	amd64
login.defs	1:4.17.4-2	all
make	4.4.1-2	amd64
mawk	1.3.4.20250131-1	amd64
media-types	13.0.0	all
mount	2.41.5-0+deb13u1	amd64
ncurses-base	6.5+20250216-2	all
ncurses-bin	6.5+20250216-2	amd64
netbase	6.5	all
nettle-dev:amd64	3.10.1-1	amd64
openssl	3.5.7-1~deb13u2	amd64
openssl-provider-legacy	3.5.7-1~deb13u2	amd64
passwd	1:4.17.4-2	amd64
patch	2.8-2	amd64
perl	5.40.1-6+deb13u1	amd64
perl-base	5.40.1-6+deb13u1	amd64
perl-modules-5.40	5.40.1-6+deb13u1	all
python3	3.13.5-1	amd64
python3-dev	3.13.5-1	amd64
python3-minimal	3.13.5-1	amd64
python3-pip-whl	25.1.1+dfsg-1	all
python3-psycopg2	2.9.10-1+b1	amd64
python3-setuptools-whl	78.1.1-0.1	all
python3-venv	3.13.5-1	amd64
python3.13	3.13.5-2+deb13u5	amd64
python3.13-dev	3.13.5-2+deb13u5	amd64
python3.13-minimal	3.13.5-2+deb13u5	amd64
python3.13-venv	3.13.5-2+deb13u5	amd64
readline-common	8.2-6	all
rpcsvc-proto	1.4.3-1	amd64
sed	4.9-2+deb13u1	amd64
sqv	1.3.0-3+b2	amd64
sysvinit-utils	3.14-4	amd64
tar	1.35+dfsg-3.1	amd64
tzdata	2026c-0+deb13u1	all
unzip	6.0-29+deb13u1	amd64
util-linux	2.41.5-0+deb13u1	amd64
xz-utils	5.8.1-1+deb13u1	amd64
zlib1g:amd64	1:1.3.dfsg+really1.3.1-1+b1	amd64
zlib1g-dev:amd64	1:1.3.dfsg+really1.3.1-1+b1	amd64
