libdbus-1-3:amd64	1.14.10-1~deb12u1	amd64
libdebconfclient0:amd64	0.270	amd64
libdevmapper1.02.1:amd64	2:1.02.185-2	amd64
libdpkg-perl	1.21.23	all
libduktape207:amd64	2.7.0-2	amd64
libdw1:amd64	0.188-2.1	amd64
libelf1:amd64	0.188-2.1	amd64
liberror-perl	0.17029-2	all
libevent-2.1-7:amd64	2.1.12-stable-8+deb12u1	amd64
libexpat1:amd64	2.5.0-1+deb12u3	amd64
libexpat1-dev:amd64	2.5.0-1+deb12u3	amd64
libext2fs2:amd64	1.47.0-2+b2	amd64
libfdisk1:amd64	2.38.1-5+deb12u3	amd64
libffi8:amd64	3.4.4-1	amd64
libfontconfig1:amd64	2.14.1-4	amd64
libfreetype6:amd64	2.12.1+dfsg-5+deb12u4	amd64
libgcc-12-dev:amd64	12.2.0-14+deb12u1	amd64
libgcc-s1:amd64	12.2.0-14+deb12u1	amd64
libgcrypt20:amd64	1.10.1-3+deb12u1	amd64
libgdbm-compat4:amd64	1.23-3	amd64
libgdbm6:amd64	1.23-3	amd64
libgirepository-1.0-1:amd64	1.74.0-3	amd64
libglib2.0-0:amd64	2.74.6-2+deb12u9	amd64
libglib2.0-bin	2.74.6-2+deb12u9	amd64
libglib2.0-data	2.74.6-2+deb12u9	all
libgmp-dev:amd64	2:6.2.1+dfsg1-1.1	amd64
libgmp10:amd64	2:6.2.1+dfsg1-1.1	amd64
libgmpxx4ldbl:amd64	2:6.2.1+dfsg1-1.1	amd64
libgnutls-dane0:amd64	3.7.9-2+deb12u7	amd64
libgnutls-openssl27:amd64	3.7.9-2+deb12u7	amd64
libgnutls28-dev:amd64	3.7.9-2+deb12u7	amd64
libgnutls30:amd64	3.7.9-2+deb12u7	amd64
libgnutlsxx30:amd64	3.7.9-2+deb12u7	amd64
libgomp1:amd64	12.2.0-14+deb12u1	amd64
libgpg-error0:amd64	1.46-1	amd64
libgprofng0:amd64	2.40-2	amd64
libgssapi-krb5-2:amd64	1.20.1-2+deb12u5	amd64
libgstreamer1.0-0:amd64	1.22.0-2+deb12u1	amd64
libhogweed6:amd64	3.8.1-2	amd64
libicu72:amd64	72.1-3+deb12u1	amd64
libidn2-0:amd64	2.3.3-1+b1	amd64
libidn2-dev:amd64	2.3.3-1+b1	amd64
libip4tc2:amd64	1.8.9-2	amd64
libisl23:amd64	0.25-1.1	amd64
libitm1:amd64	12.2.0-14+deb12u1	amd64
libjansson4:amd64	2.14-2	amd64
libjs-jquery	3.6.1+dfsg+~3.5.14-1	all
libjs-sphinxdoc	5.3.0-4	all
libjs-underscore	1.13.4~dfsg+~1.11.4-3	all
libjson-c5:amd64	0.16-2	amd64
libk5crypto3:amd64	1.20.1-2+deb12u5	amd64
libkeyutils1:amd64	1.6.3-2	amd64
libkmod2:amd64	30+20221128-1	amd64
libkrb5-3:amd64	1.20.1-2+deb12u5	amd64
libkrb5support0:amd64	1.20.1-2+deb12u5	amd64
libldap-2.5-0:amd64	2.5.13+dfsg-5	amd64
liblsan0:amd64	12.2.0-14+deb12u1	amd64
liblz4-1:amd64	1.9.4-1	amd64
liblzma5:amd64	5.4.1-1+deb12u2	amd64
libmd0:amd64	1.0.4-2	amd64
libmount1:amd64	2.38.1-5+deb12u3	amd64
libmpc3:amd64	1.3.1-1	amd64
libmpfr6:amd64	4.2.0-1	amd64
libncursesw6:amd64	6.4-4	amd64
libnettle8:amd64	3.8.1-2	amd64
libnghttp2-14:amd64	1.52.0-1+deb12u3	amd64
libnsl-dev:amd64	1.3.0-2	amd64
libnsl2:amd64	1.3.0-2	amd64
libp11-kit-dev:amd64	0.24.1-2	amd64
libp11-kit0:amd64	0.24.1-2	amd64
libpackagekit-glib2-18:amd64	1.2.6-5+deb12u1	amd64
libpam-modules:amd64	1.5.2-6+deb12u2	amd64
libpam-modules-bin	1.5.2-6+deb12u2	amd64
libpam-runtime	1.5.2-6+deb12u2	all
libpam-systemd:amd64	252.39-1~deb12u2	amd64
libpam0g:amd64	1.5.2-6+deb12u2	amd64
libpcre2-8-0:amd64	10.42-1+deb12u1	amd64
libperl5.36:amd64	5.36.0-7+deb12u3	amd64
libpng16-16:amd64	1.6.39-2+deb12u5	amd64
libpolkit-agent-1-0:amd64	122-3	amd64
libpolkit-gobject-1-0:amd64	122-3	amd64
libpq5:amd64	15.19-0+deb12u1	amd64
libpsl5:amd64	0.21.2-1	amd64
libpython3-dev:amd64	3.11.2-1+b1	amd64
libpython3-stdlib:amd64	3.11.2-1+b1	amd64
libpython3.11:amd64	3.11.2-6+deb12u8	amd64
libpython3.11-dev:amd64	3.11.2-6+deb12u8	amd64
libpython3.11-minimal:amd64	3.11.2-6+deb12u8	amd64
libpython3.11-stdlib:amd64	3.11.2-6+deb12u8	amd64
libquadmath0:amd64	12.2.0-14+deb12u1	amd64
libreadline8:amd64	8.2-1.3	amd64
librtmp1:amd64	2.4+20151223.gitfa8646d.1-2+b2	amd64
libsasl2-2:amd64	2.1.28+dfsg-10	amd64
libsasl2-modules:amd64	2.1.28+dfsg-10	amd64
libsasl2-modules-db:amd64	2.1.28+dfsg-10	amd64
libsasl2-modules-gssapi-mit:amd64	2.1.28+dfsg-10	amd64
libseccomp2:amd64	2.5.4-1+deb12u1	amd64
libselinux1:amd64	3.4-1+b6	amd64
libsemanage-common	3.4-1	all
libsemanage2:amd64	3.4-1+b5	amd64
libsepol2:amd64	3.4-2.1	amd64
libsmartcols1:amd64	2.38.1-5+deb12u3	amd64
libsqlite3-0:amd64	3.40.1-2+deb12u2	amd64
libss2:amd64	1.47.0-2+b2	amd64
libssh2-1:amd64	1.10.0-3+deb12u1	amd64
libssl3:amd64	3.0.20-1~deb12u2	amd64
libstdc++-12-dev:amd64	12.2.0-14+deb12u1	amd64
libstdc++6:amd64	12.2.0-14+deb12u1	amd64
libstemmer0d:amd64	2.2.0-2	amd64
libsystemd-shared:amd64	252.39-1~deb12u2	amd64
libsystemd0:amd64	252.39-1~deb12u2	amd64
libtasn1-6:amd64	4.19.0-2+deb12u1	amd64
libtasn1-6-dev:amd64	4.19.0-2+deb12u1	amd64
libtinfo6:amd64	6.4-4	amd64
libtirpc-common	1.3.3+ds-1	all
libtirpc-dev:amd64	1.3.3+ds-1	amd64
libtirpc3:amd64	1.3.3+ds-1	amd64
libtsan2:amd64	12.2.0-14+deb12u1	amd64
libubsan1:amd64	12.2.0-14+deb12u1	amd64
libudev1:amd64	252.39-1~deb12u2	amd64
libunbound8:amd64	1.17.1-2+deb12u4	amd64
libunistring2:amd64	1.0-2	amd64
libunwind8:amd64	1.6.2-3	amd64
libuuid1:amd64	2.38.1-5+deb12u3	amd64
libxml2:amd64	2.9.14+dfsg-1.3~deb12u6	amd64
libxmlb2:amd64	0.3.22-1~deb12u1	amd64
libxxhash0:amd64	0.8.1-1	amd64
libyaml-0-2:amd64	0.2.5-1	amd64
libzstd1:amd64	1.5.4+dfsg2-5	amd64
linux-libc-dev:amd64	6.1.187-1	amd64
login	1:4.13+dfsg1-1+deb12u2	amd64
logsave	1.47.0-2+b2	amd64
lsb-release	12.0-1	all
make	4.3-4.1	amd64
mawk	1.3.4.20200120-3.1	amd64
media-types	10.0.0	all
mount	2.38.1-5+deb12u3	amd64
ncurses-base	6.4-4	all
ncurses-bin	6.4-4	amd64
nettle-dev:amd64	3.8.1-2	amd64
openssl	3.0.20-1~deb12u2	amd64
packagekit	1.2.6-5+deb12u1	amd64
passwd	1:4.13+dfsg1-1+deb12u2	amd64
patch	2.7.6-7	amd64
perl	5.36.0-7+deb12u3	amd64
perl-base	5.36.0-7+deb12u3	amd64
perl-modules-5.36	5.36.0-7+deb12u3	all
polkitd	122-3	amd64
python-apt-common	2.6.0	all
python3	3.11.2-1+b1	amd64
python3-apt	2.6.0	amd64
python3-blinker	1.5-1	all
python3-cffi-backend:amd64	1.15.1-5+b1	amd64
python3-cryptography	38.0.4-3+deb12u1	amd64
python3-dbus	1.3.2-4+b1	amd64
python3-dev	3.11.2-1+b1	amd64
python3-distro	1.8.0-1	all
python3-distutils	3.11.2-3	all
python3-gi	3.42.2-3+b1	amd64
python3-httplib2	0.20.4-3+deb12u1	all
python3-jwt	2.6.0-1+deb12u1	all
python3-lazr.restfulclient	0.14.5-1	all
python3-lazr.uri	1.0.6-3	all
python3-lib2to3	3.11.2-3	all
python3-minimal	3.11.2-1+b1	amd64
python3-oauthlib	3.2.2-1	all
python3-pip-whl	23.0.1+dfsg-1	all
python3-pkg-resources	66.1.1-1+deb12u2	all
python3-psycopg2	2.9.5-1+b1	amd64
python3-pyparsing	3.0.9-1	all
python3-setuptools-whl	66.1.1-1+deb12u2	all
python3-six	1.16.0-4	all
python3-software-properties	0.99.30-4.1~deb12u1	all
python3-venv	3.11.2-1+b1	amd64
python3-wadllib	1.3.6-4	all
python3.11	3.11.2-6+deb12u8	amd64
python3.11-dev	3.11.2-6+deb12u8	amd64
python3.11-minimal	3.11.2-6+deb12u8	amd64
python3.11-venv	3.11.2-6+deb12u8	amd64
readline-common	8.2-1.3	all
rpcsvc-proto	1.4.3-1	amd64
sed	4.9-1+deb12u1	amd64
sgml-base	1.31	all
software-properties-common	0.99.30-4.1~deb12u1	all
systemd	252.39-1~deb12u2	amd64
systemd-sysv	252.39-1~deb12u2	amd64
sysvinit-utils	3.06-4	amd64
tar	1.34+dfsg-1.2+deb12u1	amd64
tzdata	2026b-0+deb12u1	all
unzip	6.0-28+deb12u1	amd64
usr-is-merged	37~deb12u1	all
util-linux	2.38.1-5+deb12u3	amd64
util-linux-extra	2.38.1-5+deb12u3	amd64
xml-core	0.18+nmu1	all
xz-utils	5.4.1-1+deb12u2	amd64
zlib1g:amd64	1:1.2.13.dfsg-1	amd64
zlib1g-dev:amd64	1:1.2.13.dfsg-1	amd64
