event_id,timestamp_tz,timestamp_ntz,timestamp_ltz,date,event
17,2020-07-20 19:40 +06:00,2020-07-20 19:40 +06:00,2020-07-20 19:40 +06:00,2020-07-20,song_played
18,2020-07-04 05:51 +03:00,2020-07-04 05:51 +03:00,2020-07-04 05:51 +03:00,2020-07-04,playlist_created
19,2020-07-24 15:43 +06:00,2020-07-24 15:43 +06:00,2020-07-24 15:43 +06:00,2020-07-24,song_played
20,2020-07-24 18:10 -10:00,2020-07-24 18:10 -10:00,2020-07-24 18:10 -10:00,2020-07-24,playlist_created
21,2020-08-04 12:50 +09:00,2020-08-04 12:50 +09:00,2020-08-04 12:50 +09:00,2020-08-04,playlist_created
22,2020-08-09 05:13 -04:00,2020-08-09 05:13 -04:00,2020-08-09 05:13 -04:00,2020-08-09,song_played
23,2020-08-03 22:30 -04:00,2020-08-03 22:30 -04:00,2020-08-03 22:30 -04:00,2020-08-03,song_played
24,2020-08-11 03:00 -10:00,2020-08-11 03:00 -10:00,2020-08-11 03:00 -10:00,2020-08-11,playlist_created
25,2020-08-09 06:00 -02:00,2020-08-09 06:00 -02:00,2020-08-09 06:00 -02:00,2020-08-09,playlist_created
26,2020-07-06 11:02 -11:00,2020-07-06 11:02 -11:00,2020-07-06 11:02 -11:00,2020-07-06,song_played
27,2020-07-10 21:09 +10:00,2020-07-10 21:09 +10:00,2020-07-10 21:09 +10:00,2020-07-10,playlist_created
28,2020-08-06 11:04 -01:00,2020-08-06 11:04 -01:00,2020-08-06 11:04 -01:00,2020-08-06,song_played
29,2020-07-03 06:50 +01:00,2020-07-03 06:50 +01:00,2020-07-03 06:50 +01:00,2020-07-03,playlist_deleted
30,2020-07-07 17:20 +02:00,2020-07-07 17:20 +02:00,2020-07-07 17:20 +02:00,2020-07-07,playlist_created
31,2020-07-28 06:07 +01:00,2020-07-28 06:07 +01:00,2020-07-28 06:07 +01:00,2020-07-28,song_played
32,2020-07-09 11:45 +02:00,2020-07-09 11:45 +02:00,2020-07-09 11:45 +02:00,2020-07-09,playlist_created
33,2020-07-12 21:45 +02:00,2020-07-12 21:45 +02:00,2020-07-12 21:45 +02:00,2020-07-12,playlist_created
34,2020-08-02 09:56 -08:00,2020-08-02 09:56 -08:00,2020-08-02 09:56 -08:00,2020-08-02,playlist_deleted
35,2020-07-29 00:55 -03:00,2020-07-29 00:55 -03:00,2020-07-29 00:55 -03:00,2020-07-29,playlist_deleted
36,2020-07-17 05:09 +07:00,2020-07-17 05:09 +07:00,2020-07-17 05:09 +07:00,2020-07-17,playlist_deleted
37,2020-07-03 13:57 +06:00,2020-07-03 13:57 +06:00,2020-07-03 13:57 +06:00,2020-07-03,song_played
38,2020-07-10 21:58 -11:00,2020-07-10 21:58 -11:00,2020-07-10 21:58 -11:00,2020-07-10,playlist_created
39,2020-07-23 21:26 -03:00,2020-07-23 21:26 -03:00,2020-07-23 21:26 -03:00,2020-07-23,song_played
40,2020-07-09 17:48 -10:00,2020-07-09 17:48 -10:00,2020-07-09 17:48 -10:00,2020-07-09,song_played
41,2020-07-26 21:49 -08:00,2020-07-26 21:49 -08:00,2020-07-26 21:49 -08:00,2020-07-26,song_played
42,2020-07-21 10:15 -11:00,2020-07-21 10:15 -11:00,2020-07-21 10:15 -11:00,2020-07-21,song_played
43,2020-07-01 00:34 +09:00,2020-07-01 00:34 +09:00,2020-07-01 00:34 +09:00,2020-07-01,playlist_deleted
44,2020-07-29 08:20 -07:00,2020-07-29 08:20 -07:00,2020-07-29 08:20 -07:00,2020-07-29,playlist_deleted
45,2020-07-09 00:00 +08:00,2020-07-09 00:00 +08:00,2020-07-09 00:00 +08:00,2020-07-09,playlist_deleted
46,2020-08-03 18:13 -09:00,2020-08-03 18:13 -09:00,2020-08-03 18:13 -09:00,2020-08-03,playlist_deleted
47,2020-07-17 10:27 -06:00,2020-07-17 10:27 -06:00,2020-07-17 10:27 -06:00,2020-07-17,playlist_deleted
48,2020-07-07 09:36 +07:00,2020-07-07 09:36 +07:00,2020-07-07 09:36 +07:00,2020-07-07,song_played
49,2020-07-24 06:05 +07:00,2020-07-24 06:05 +07:00,2020-07-24 06:05 +07:00,2020-07-24,playlist_deleted
50,2020-07-30 10:48 +08:00,2020-07-30 10:48 +08:00,2020-07-30 10:48 +08:00,2020-07-30,playlist_deleted
51,2020-07-06 15:30 -08:00,2020-07-06 15:30 -08:00,2020-07-06 15:30 -08:00,2020-07-06,playlist_created
52,2020-07-31 22:15 -06:00,2020-07-31 22:15 -06:00,2020-07-31 22:15 -06:00,2020-07-31,playlist_created
53,2020-07-15 06:49 -01:00,2020-07-15 06:49 -01:00,2020-07-15 06:49 -01:00,2020-07-15,song_played
54,2020-07-07 16:19 -06:00,2020-07-07 16:19 -06:00,2020-07-07 16:19 -06:00,2020-07-07,playlist_deleted
55,2020-08-05 10:05 +00:00,2020-08-05 10:05 +00:00,2020-08-05 10:05 +00:00,2020-08-05,playlist_created
56,2020-08-09 09:25 -10:00,2020-08-09 09:25 -10:00,2020-08-09 09:25 -10:00,2020-08-09,playlist_deleted
57,2020-07-14 02:40 +10:00,2020-07-14 02:40 +10:00,2020-07-14 02:40 +10:00,2020-07-14,playlist_created
58,2020-07-15 05:07 -04:00,2020-07-15 05:07 -04:00,2020-07-15 05:07 -04:00,2020-07-15,playlist_deleted
59,2020-07-15 06:57 +06:00,2020-07-15 06:57 +06:00,2020-07-15 06:57 +06:00,2020-07-15,playlist_created
60,2020-07-17 04:36 +03:00,2020-07-17 04:36 +03:00,2020-07-17 04:36 +03:00,2020-07-17,playlist_created
61,2020-08-08 05:41 -07:00,2020-08-08 05:41 -07:00,2020-08-08 05:41 -07:00,2020-08-08,song_played
62,2020-07-24 01:48 -07:00,2020-07-24 01:48 -07:00,2020-07-24 01:48 -07:00,2020-07-24,playlist_deleted
63,2020-07-31 07:31 -07:00,2020-07-31 07:31 -07:00,2020-07-31 07:31 -07:00,2020-07-31,playlist_deleted
64,2020-07-30 00:29 +02:00,2020-07-30 00:29 +02:00,2020-07-30 00:29 +02:00,2020-07-30,playlist_created
65,2020-08-02 13:12 -01:00,2020-08-02 13:12 -01:00,2020-08-02 13:12 -01:00,2020-08-02,playlist_created
66,2020-07-18 16:07 +09:00,2020-07-18 16:07 +09:00,2020-07-18 16:07 +09:00,2020-07-18,song_played
67,2020-07-07 16:12 +07:00,2020-07-07 16:12 +07:00,2020-07-07 16:12 +07:00,2020-07-07,playlist_created
68,2020-07-09 11:57 +03:00,2020-07-09 11:57 +03:00,2020-07-09 11:57 +03:00,2020-07-09,song_played
69,2020-07-06 11:08 +09:00,2020-07-06 11:08 +09:00,2020-07-06 11:08 +09:00,2020-07-06,song_played
70,2020-07-01 12:53 -02:00,2020-07-01 12:53 -02:00,2020-07-01 12:53 -02:00,2020-07-01,playlist_created
71,2020-07-23 09:33 +01:00,2020-07-23 09:33 +01:00,2020-07-23 09:33 +01:00,2020-07-23,playlist_created
72,2020-07-02 05:48 +05:00,2020-07-02 05:48 +05:00,2020-07-02 05:48 +05:00,2020-07-02,playlist_deleted
73,2020-07-18 08:14 -06:00,2020-07-18 08:14 -06:00,2020-07-18 08:14 -06:00,2020-07-18,playlist_created
74,2020-08-05 14:20 -02:00,2020-08-05 14:20 -02:00,2020-08-05 14:20 -02:00,2020-08-05,song_played
75,2020-07-03 14:05 +00:00,2020-07-03 14:05 +00:00,2020-07-03 14:05 +00:00,2020-07-03,playlist_deleted
76,2020-07-16 00:29 -11:00,2020-07-16 00:29 -11:00,2020-07-16 00:29 -11:00,2020-07-16,playlist_created
77,2020-07-28 20:27 +03:00,2020-07-28 20:27 +03:00,2020-07-28 20:27 +03:00,2020-07-28,song_played
78,2020-08-11 00:17 -03:00,2020-08-11 00:17 -03:00,2020-08-11 00:17 -03:00,2020-08-11,playlist_deleted
79,2020-08-05 12:53 -10:00,2020-08-05 12:53 -10:00,2020-08-05 12:53 -10:00,2020-08-05,playlist_deleted
80,2020-08-08 22:50 -11:00,2020-08-08 22:50 -11:00,2020-08-08 22:50 -11:00,2020-08-08,playlist_created
81,2020-07-23 11:01 -01:00,2020-07-23 11:01 -01:00,2020-07-23 11:01 -01:00,2020-07-23,playlist_deleted
82,2020-07-25 06:29 -01:00,2020-07-25 06:29 -01:00,2020-07-25 06:29 -01:00,2020-07-25,playlist_deleted
83,2020-07-30 09:18 -09:00,2020-07-30 09:18 -09:00,2020-07-30 09:18 -09:00,2020-07-30,song_played
84,2020-07-29 13:02 +10:00,2020-07-29 13:02 +10:00,2020-07-29 13:02 +10:00,2020-07-29,playlist_created
85,2020-08-04 05:13 +00:00,2020-08-04 05:13 +00:00,2020-08-04 05:13 +00:00,2020-08-04,playlist_deleted
86,2020-07-31 03:56 +07:00,2020-07-31 03:56 +07:00,2020-07-31 03:56 +07:00,2020-07-31,song_played
87,2020-07-30 04:53 +06:00,2020-07-30 04:53 +06:00,2020-07-30 04:53 +06:00,2020-07-30,playlist_created
88,2020-08-07 01:49 -01:00,2020-08-07 01:49 -01:00,2020-08-07 01:49 -01:00,2020-08-07,playlist_created
89,2020-07-08 15:46 -08:00,2020-07-08 15:46 -08:00,2020-07-08 15:46 -08:00,2020-07-08,playlist_created
90,2020-07-06 13:34 +00:00,2020-07-06 13:34 +00:00,2020-07-06 13:34 +00:00,2020-07-06,playlist_created
91,2020-07-21 15:04 +10:00,2020-07-21 15:04 +10:00,2020-07-21 15:04 +10:00,2020-07-21,playlist_created
92,2020-07-16 00:10 -08:00,2020-07-16 00:10 -08:00,2020-07-16 00:10 -08:00,2020-07-16,playlist_deleted
93,2020-07-24 21:55 +05:00,2020-07-24 21:55 +05:00,2020-07-24 21:55 +05:00,2020-07-24,song_played
94,2020-07-20 15:04 -04:00,2020-07-20 15:04 -04:00,2020-07-20 15:04 -04:00,2020-07-20,song_played
95,2020-07-30 02:49 -05:00,2020-07-30 02:49 -05:00,2020-07-30 02:49 -05:00,2020-07-30,playlist_deleted
96,2020-08-01 01:30 -02:00,2020-08-01 01:30 -02:00,2020-08-01 01:30 -02:00,2020-08-01,playlist_deleted
97,2020-07-11 05:59 +11:00,2020-07-11 05:59 +11:00,2020-07-11 05:59 +11:00,2020-07-11,playlist_deleted
98,2020-07-12 22:56 -09:00,2020-07-12 22:56 -09:00,2020-07-12 22:56 -09:00,2020-07-12,song_played
99,2020-07-11 05:36 +04:00,2020-07-11 05:36 +04:00,2020-07-11 05:36 +04:00,2020-07-11,playlist_created
100,2020-07-08 06:57 -04:00,2020-07-08 06:57 -04:00,2020-07-08 06:57 -04:00,2020-07-08,playlist_created
101,2020-07-27 17:56 -07:00,2020-07-27 17:56 -07:00,2020-07-27 17:56 -07:00,2020-07-27,playlist_created
102,2020-07-14 13:22 +10:00,2020-07-14 13:22 +10:00,2020-07-14 13:22 +10:00,2020-07-14,song_played
103,2020-07-13 06:19 +03:00,2020-07-13 06:19 +03:00,2020-07-13 06:19 +03:00,2020-07-13,song_played
104,2020-07-07 23:03 +11:00,2020-07-07 23:03 +11:00,2020-07-07 23:03 +11:00,2020-07-07,playlist_deleted
105,2020-07-15 16:32 +01:00,2020-07-15 16:32 +01:00,2020-07-15 16:32 +01:00,2020-07-15,playlist_deleted
106,2020-07-08 14:55 -02:00,2020-07-08 14:55 -02:00,2020-07-08 14:55 -02:00,2020-07-08,playlist_created
107,2020-07-28 14:51 +04:00,2020-07-28 14:51 +04:00,2020-07-28 14:51 +04:00,2020-07-28,playlist_deleted
108,2020-07-17 18:57 +06:00,2020-07-17 18:57 +06:00,2020-07-17 18:57 +06:00,2020-07-17,playlist_deleted
109,2020-07-26 09:23 -08:00,2020-07-26 09:23 -08:00,2020-07-26 09:23 -08:00,2020-07-26,playlist_created
110,2020-07-21 17:36 +05:00,2020-07-21 17:36 +05:00,2020-07-21 17:36 +05:00,2020-07-21,playlist_deleted
111,2020-07-17 20:15 +03:00,2020-07-17 20:15 +03:00,2020-07-17 20:15 +03:00,2020-07-17,playlist_created
112,2020-07-22 06:04 +04:00,2020-07-22 06:04 +04:00,2020-07-22 06:04 +04:00,2020-07-22,playlist_deleted
113,2020-07-16 13:45 -04:00,2020-07-16 13:45 -04:00,2020-07-16 13:45 -04:00,2020-07-16,playlist_deleted
114,2020-07-23 12:08 -08:00,2020-07-23 12:08 -08:00,2020-07-23 12:08 -08:00,2020-07-23,song_played
115,2020-08-04 02:12 -09:00,2020-08-04 02:12 -09:00,2020-08-04 02:12 -09:00,2020-08-04,playlist_created
116,2020-07-11 19:29 +10:00,2020-07-11 19:29 +10:00,2020-07-11 19:29 +10:00,2020-07-11,song_played
117,2020-08-09 18:13 -07:00,2020-08-09 18:13 -07:00,2020-08-09 18:13 -07:00,2020-08-09,playlist_created
118,2020-07-13 14:23 +04:00,2020-07-13 14:23 +04:00,2020-07-13 14:23 +04:00,2020-07-13,playlist_created
119,2020-07-09 23:30 +05:00,2020-07-09 23:30 +05:00,2020-07-09 23:30 +05:00,2020-07-09,playlist_created
120,2020-07-12 07:45 -06:00,2020-07-12 07:45 -06:00,2020-07-12 07:45 -06:00,2020-07-12,song_played
121,2020-08-02 19:03 -01:00,2020-08-02 19:03 -01:00,2020-08-02 19:03 -01:00,2020-08-02,playlist_created
122,2020-07-27 02:37 +02:00,2020-07-27 02:37 +02:00,2020-07-27 02:37 +02:00,2020-07-27,playlist_deleted
123,2020-07-16 02:04 +07:00,2020-07-16 02:04 +07:00,2020-07-16 02:04 +07:00,2020-07-16,playlist_deleted
124,2020-08-10 14:46 +07:00,2020-08-10 14:46 +07:00,2020-08-10 14:46 +07:00,2020-08-10,playlist_deleted
125,2020-07-08 15:22 -08:00,2020-07-08 15:22 -08:00,2020-07-08 15:22 -08:00,2020-07-08,song_played
126,2020-07-05 11:24 -08:00,2020-07-05 11:24 -08:00,2020-07-05 11:24 -08:00,2020-07-05,song_played
127,2020-07-19 08:38 +09:00,2020-07-19 08:38 +09:00,2020-07-19 08:38 +09:00,2020-07-19,song_played
128,2020-07-19 00:35 -02:00,2020-07-19 00:35 -02:00,2020-07-19 00:35 -02:00,2020-07-19,playlist_deleted
129,2020-08-05 07:37 -06:00,2020-08-05 07:37 -06:00,2020-08-05 07:37 -06:00,2020-08-05,song_played
130,2020-08-11 21:46 -10:00,2020-08-11 21:46 -10:00,2020-08-11 21:46 -10:00,2020-08-11,song_played
131,2020-08-08 06:49 +04:00,2020-08-08 06:49 +04:00,2020-08-08 06:49 +04:00,2020-08-08,playlist_created
132,2020-07-16 05:17 +05:00,2020-07-16 05:17 +05:00,2020-07-16 05:17 +05:00,2020-07-16,playlist_created
133,2020-07-30 23:23 -09:00,2020-07-30 23:23 -09:00,2020-07-30 23:23 -09:00,2020-07-30,song_played
134,2020-07-24 19:35 -05:00,2020-07-24 19:35 -05:00,2020-07-24 19:35 -05:00,2020-07-24,playlist_created
135,2020-08-07 00:11 +03:00,2020-08-07 00:11 +03:00,2020-08-07 00:11 +03:00,2020-08-07,song_played
136,2020-08-09 04:52 -01:00,2020-08-09 04:52 -01:00,2020-08-09 04:52 -01:00,2020-08-09,playlist_deleted
137,2020-08-11 08:04 -02:00,2020-08-11 08:04 -02:00,2020-08-11 08:04 -02:00,2020-08-11,playlist_created
138,2020-07-04 10:46 +04:00,2020-07-04 10:46 +04:00,2020-07-04 10:46 +04:00,2020-07-04,song_played
139,2020-07-07 13:44 +08:00,2020-07-07 13:44 +08:00,2020-07-07 13:44 +08:00,2020-07-07,song_played
140,2020-07-05 03:31 +11:00,2020-07-05 03:31 +11:00,2020-07-05 03:31 +11:00,2020-07-05,song_played
141,2020-08-10 00:15 +09:00,2020-08-10 00:15 +09:00,2020-08-10 00:15 +09:00,2020-08-10,playlist_deleted
142,2020-07-02 15:41 +02:00,2020-07-02 15:41 +02:00,2020-07-02 15:41 +02:00,2020-07-02,playlist_created
143,2020-07-07 03:37 -05:00,2020-07-07 03:37 -05:00,2020-07-07 03:37 -05:00,2020-07-07,playlist_created
144,2020-07-11 08:36 +02:00,2020-07-11 08:36 +02:00,2020-07-11 08:36 +02:00,2020-07-11,song_played
145,2020-08-08 00:39 -07:00,2020-08-08 00:39 -07:00,2020-08-08 00:39 -07:00,2020-08-08,playlist_created
146,2020-07-03 16:29 -11:00,2020-07-03 16:29 -11:00,2020-07-03 16:29 -11:00,2020-07-03,playlist_created
147,2020-07-29 07:03 +06:00,2020-07-29 07:03 +06:00,2020-07-29 07:03 +06:00,2020-07-29,song_played
148,2020-07-25 08:28 -09:00,2020-07-25 08:28 -09:00,2020-07-25 08:28 -09:00,2020-07-25,song_played
149,2020-08-01 15:10 +03:00,2020-08-01 15:10 +03:00,2020-08-01 15:10 +03:00,2020-08-01,song_played
150,2020-07-20 10:10 -08:00,2020-07-20 10:10 -08:00,2020-07-20 10:10 -08:00,2020-07-20,song_played
151,2020-07-17 14:22 -10:00,2020-07-17 14:22 -10:00,2020-07-17 14:22 -10:00,2020-07-17,playlist_created
152,2020-07-03 19:10 -03:00,2020-07-03 19:10 -03:00,2020-07-03 19:10 -03:00,2020-07-03,song_played
153,2020-07-18 17:35 -10:00,2020-07-18 17:35 -10:00,2020-07-18 17:35 -10:00,2020-07-18,playlist_created
154,2020-07-18 09:01 -04:00,2020-07-18 09:01 -04:00,2020-07-18 09:01 -04:00,2020-07-18,song_played
155,2020-07-28 17:37 +09:00,2020-07-28 17:37 +09:00,2020-07-28 17:37 +09:00,2020-07-28,song_played
156,2020-07-11 14:19 -02:00,2020-07-11 14:19 -02:00,2020-07-11 14:19 -02:00,2020-07-11,playlist_deleted
157,2020-07-12 12:12 -02:00,2020-07-12 12:12 -02:00,2020-07-12 12:12 -02:00,2020-07-12,playlist_created
158,2020-07-05 11:37 -05:00,2020-07-05 11:37 -05:00,2020-07-05 11:37 -05:00,2020-07-05,song_played
159,2020-07-21 15:04 +08:00,2020-07-21 15:04 +08:00,2020-07-21 15:04 +08:00,2020-07-21,playlist_deleted
160,2020-07-26 15:23 -03:00,2020-07-26 15:23 -03:00,2020-07-26 15:23 -03:00,2020-07-26,playlist_deleted
161,2020-08-03 09:29 -05:00,2020-08-03 09:29 -05:00,2020-08-03 09:29 -05:00,2020-08-03,song_played
162,2020-08-11 13:10 +04:00,2020-08-11 13:10 +04:00,2020-08-11 13:10 +04:00,2020-08-11,song_played
163,2020-07-04 23:09 -04:00,2020-07-04 23:09 -04:00,2020-07-04 23:09 -04:00,2020-07-04,song_played
164,2020-07-29 19:25 +05:00,2020-07-29 19:25 +05:00,2020-07-29 19:25 +05:00,2020-07-29,playlist_deleted
165,2020-08-02 16:37 -11:00,2020-08-02 16:37 -11:00,2020-08-02 16:37 -11:00,2020-08-02,playlist_deleted
166,2020-07-07 18:56 -02:00,2020-07-07 18:56 -02:00,2020-07-07 18:56 -02:00,2020-07-07,song_played
167,2020-07-22 16:43 -08:00,2020-07-22 16:43 -08:00,2020-07-22 16:43 -08:00,2020-07-22,playlist_created
168,2020-08-10 19:28 +00:00,2020-08-10 19:28 +00:00,2020-08-10 19:28 +00:00,2020-08-10,playlist_created
169,2020-08-07 08:28 +04:00,2020-08-07 08:28 +04:00,2020-08-07 08:28 +04:00,2020-08-07,playlist_deleted
170,2020-08-06 08:06 -01:00,2020-08-06 08:06 -01:00,2020-08-06 08:06 -01:00,2020-08-06,song_played
171,2020-08-03 10:29 +10:00,2020-08-03 10:29 +10:00,2020-08-03 10:29 +10:00,2020-08-03,playlist_deleted
172,2020-07-10 15:08 -09:00,2020-07-10 15:08 -09:00,2020-07-10 15:08 -09:00,2020-07-10,song_played
173,2020-07-07 09:22 -01:00,2020-07-07 09:22 -01:00,2020-07-07 09:22 -01:00,2020-07-07,playlist_deleted
174,2020-07-10 16:11 -09:00,2020-07-10 16:11 -09:00,2020-07-10 16:11 -09:00,2020-07-10,song_played
175,2020-07-01 05:41 -10:00,2020-07-01 05:41 -10:00,2020-07-01 05:41 -10:00,2020-07-01,song_played
176,2020-07-24 12:19 +02:00,2020-07-24 12:19 +02:00,2020-07-24 12:19 +02:00,2020-07-24,playlist_created
177,2020-07-08 01:30 -02:00,2020-07-08 01:30 -02:00,2020-07-08 01:30 -02:00,2020-07-08,playlist_created
178,2020-07-28 12:31 +06:00,2020-07-28 12:31 +06:00,2020-07-28 12:31 +06:00,2020-07-28,song_played
179,2020-07-24 20:17 -04:00,2020-07-24 20:17 -04:00,2020-07-24 20:17 -04:00,2020-07-24,playlist_deleted
180,2020-07-08 02:20 +07:00,2020-07-08 02:20 +07:00,2020-07-08 02:20 +07:00,2020-07-08,playlist_created
181,2020-07-03 01:48 -11:00,2020-07-03 01:48 -11:00,2020-07-03 01:48 -11:00,2020-07-03,song_played
182,2020-07-01 18:40 -01:00,2020-07-01 18:40 -01:00,2020-07-01 18:40 -01:00,2020-07-01,playlist_deleted
183,2020-07-25 22:59 +09:00,2020-07-25 22:59 +09:00,2020-07-25 22:59 +09:00,2020-07-25,playlist_created
184,2020-07-09 08:40 +09:00,2020-07-09 08:40 +09:00,2020-07-09 08:40 +09:00,2020-07-09,song_played
185,2020-07-28 15:12 -06:00,2020-07-28 15:12 -06:00,2020-07-28 15:12 -06:00,2020-07-28,playlist_deleted
186,2020-07-23 11:22 -06:00,2020-07-23 11:22 -06:00,2020-07-23 11:22 -06:00,2020-07-23,song_played
187,2020-07-28 03:36 -04:00,2020-07-28 03:36 -04:00,2020-07-28 03:36 -04:00,2020-07-28,playlist_deleted
188,2020-08-04 10:08 -02:00,2020-08-04 10:08 -02:00,2020-08-04 10:08 -02:00,2020-08-04,song_played
189,2020-08-05 08:16 +01:00,2020-08-05 08:16 +01:00,2020-08-05 08:16 +01:00,2020-08-05,song_played
190,2020-08-01 18:08 +09:00,2020-08-01 18:08 +09:00,2020-08-01 18:08 +09:00,2020-08-01,playlist_deleted
191,2020-07-19 18:39 +10:00,2020-07-19 18:39 +10:00,2020-07-19 18:39 +10:00,2020-07-19,song_played
192,2020-07-04 21:52 +09:00,2020-07-04 21:52 +09:00,2020-07-04 21:52 +09:00,2020-07-04,song_played
193,2020-07-18 19:54 -04:00,2020-07-18 19:54 -04:00,2020-07-18 19:54 -04:00,2020-07-18,playlist_created
194,2020-07-28 11:33 +11:00,2020-07-28 11:33 +11:00,2020-07-28 11:33 +11:00,2020-07-28,song_played
195,2020-07-02 16:39 +05:00,2020-07-02 16:39 +05:00,2020-07-02 16:39 +05:00,2020-07-02,playlist_deleted
196,2020-08-03 13:06 +04:00,2020-08-03 13:06 +04:00,2020-08-03 13:06 +04:00,2020-08-03,song_played
197,2020-07-07 17:58 -11:00,2020-07-07 17:58 -11:00,2020-07-07 17:58 -11:00,2020-07-07,playlist_deleted
198,2020-07-20 10:08 +04:00,2020-07-20 10:08 +04:00,2020-07-20 10:08 +04:00,2020-07-20,playlist_created
199,2020-08-01 16:19 -02:00,2020-08-01 16:19 -02:00,2020-08-01 16:19 -02:00,2020-08-01,playlist_created
200,2020-08-04 10:46 +02:00,2020-08-04 10:46 +02:00,2020-08-04 10:46 +02:00,2020-08-04,song_played
201,2020-07-16 09:06 -07:00,2020-07-16 09:06 -07:00,2020-07-16 09:06 -07:00,2020-07-16,song_played
202,2020-08-04 01:05 +11:00,2020-08-04 01:05 +11:00,2020-08-04 01:05 +11:00,2020-08-04,playlist_deleted
203,2020-07-28 06:14 +08:00,2020-07-28 06:14 +08:00,2020-07-28 06:14 +08:00,2020-07-28,playlist_created
204,2020-07-12 18:16 -05:00,2020-07-12 18:16 -05:00,2020-07-12 18:16 -05:00,2020-07-12,song_played
205,2020-08-09 09:30 +00:00,2020-08-09 09:30 +00:00,2020-08-09 09:30 +00:00,2020-08-09,playlist_created
206,2020-07-07 04:44 +02:00,2020-07-07 04:44 +02:00,2020-07-07 04:44 +02:00,2020-07-07,playlist_created
207,2020-07-12 10:47 -04:00,2020-07-12 10:47 -04:00,2020-07-12 10:47 -04:00,2020-07-12,playlist_created
208,2020-07-07 07:07 -07:00,2020-07-07 07:07 -07:00,2020-07-07 07:07 -07:00,2020-07-07,playlist_created
209,2020-07-08 14:57 -06:00,2020-07-08 14:57 -06:00,2020-07-08 14:57 -06:00,2020-07-08,playlist_created
210,2020-07-10 02:18 -06:00,2020-07-10 02:18 -06:00,2020-07-10 02:18 -06:00,2020-07-10,playlist_created
211,2020-07-30 00:56 +11:00,2020-07-30 00:56 +11:00,2020-07-30 00:56 +11:00,2020-07-30,playlist_created
212,2020-07-03 18:26 +03:00,2020-07-03 18:26 +03:00,2020-07-03 18:26 +03:00,2020-07-03,playlist_deleted
213,2020-08-03 08:44 -08:00,2020-08-03 08:44 -08:00,2020-08-03 08:44 -08:00,2020-08-03,song_played
214,2020-07-08 13:36 +07:00,2020-07-08 13:36 +07:00,2020-07-08 13:36 +07:00,2020-07-08,song_played
215,2020-07-04 16:16 +04:00,2020-07-04 16:16 +04:00,2020-07-04 16:16 +04:00,2020-07-04,song_played
216,2020-07-21 06:41 -11:00,2020-07-21 06:41 -11:00,2020-07-21 06:41 -11:00,2020-07-21,playlist_created
217,2020-08-11 10:46 -09:00,2020-08-11 10:46 -09:00,2020-08-11 10:46 -09:00,2020-08-11,song_played
218,2020-07-06 23:13 +03:00,2020-07-06 23:13 +03:00,2020-07-06 23:13 +03:00,2020-07-06,song_played
219,2020-08-08 13:13 +04:00,2020-08-08 13:13 +04:00,2020-08-08 13:13 +04:00,2020-08-08,playlist_deleted
220,2020-07-16 22:03 -08:00,2020-07-16 22:03 -08:00,2020-07-16 22:03 -08:00,2020-07-16,song_played
